Cluster	Motif 1	Motif 2	Number of genes in cluster with both motifs	Total number of genes with both motifs	Number of genes in cluster	Raw p-value	Adjusted p-value (BH)	Adjusted p-value (Bonf)	Adjusted p-value (Global Bonf)	Genes
cortex	ATHB12	DEAR4	29	767	442	4.06811e-05	0.00208614	0.0179811	0.772291	AT1G02270;AT1G16850;AT1G20190;AT1G29025;AT1G43160;AT1G57560;AT2G02955;AT2G04780;AT2G26620;AT3G06770;AT3G09780;AT3G10520;AT3G11900;AT3G22830;AT3G23090;AT3G45070;AT3G48940;AT3G50280;AT3G52470;AT3G53600;AT3G61420;AT3G61430;AT4G12420;AT4G17615;AT4G30270;AT4G36500;AT4G38810;AT5G42100;AT5G62100;
cortex	ATHB12	DEAR4_2	16	750	442	0.187859	0.507028	1	1	AT1G02270;AT2G02955;AT2G26620;AT3G04520;AT3G11900;AT3G12120;AT3G16240;AT3G25760;AT3G53600;AT3G55720;AT3G61420;AT3G61430;AT4G17615;AT4G32480;AT4G38810;AT5G67560;
cortex	ATHB12	DOF5.7	14	807	442	0.475296	0.545921	1	1	AT1G16370;AT2G02955;AT3G12120;AT3G16240;AT3G25505;AT3G49780;AT3G54830;AT4G17220;AT4G19860;AT5G42100;AT5G52670;AT5G56540;AT5G57670;AT5G64620;
cortex	ATHB12	DOF5.7_2	21	804	442	0.0291618	0.174971	1	1	AT1G01620;AT1G13420;AT1G16510;AT1G76640;AT2G02955;AT2G24840;AT2G26600;AT2G30520;AT2G36310;AT2G37170;AT2G45290;AT3G25290;AT3G47220;AT3G48940;AT4G02700;AT4G17615;AT4G37235;AT5G09960;AT5G15180;AT5G24570;AT5G57123;
cortex	ATHB12	DREB2C	16	770	442	0.215868	0.507028	1	1	AT1G01620;AT1G16850;AT1G29025;AT2G26620;AT2G36310;AT3G04520;AT3G11900;AT3G16240;AT3G61420;AT3G61430;AT4G16563;AT4G17615;AT4G30530;AT4G38810;AT5G18840;AT5G67560;
cortex	ATHB12	DREB2C_2	22	783	442	0.0124466	0.112019	1	1	AT1G02270;AT1G16850;AT1G20190;AT1G29025;AT1G43160;AT1G57560;AT2G02955;AT2G04780;AT2G26620;AT2G36310;AT3G06770;AT3G11900;AT3G16240;AT3G23090;AT3G53600;AT3G61420;AT3G61430;AT4G17615;AT4G36500;AT4G38810;AT5G42100;AT5G62100;
cortex	ATHB12	ERF1	18	738	442	0.0699161	0.293328	1	1	AT1G16390;AT1G30380;AT2G02955;AT2G26620;AT2G36310;AT3G04520;AT3G06770;AT3G09780;AT3G11900;AT3G12120;AT3G25760;AT3G53600;AT3G61420;AT3G61430;AT4G20170;AT4G32480;AT4G38810;AT5G67560;
cortex	ATHB12	ETT	23	790	442	0.00722735	0.0785508	1	1	AT1G01620;AT1G02270;AT1G16510;AT1G43160;AT1G52760;AT2G15960;AT2G26620;AT2G28120;AT3G06770;AT3G11900;AT3G16350;AT3G18170;AT3G52470;AT3G53600;AT3G61420;AT3G61430;AT4G36500;AT4G38810;AT5G18840;AT5G36180;AT5G38550;AT5G62100;AT5G67560;
cortex	ATHB12	ETT_2	23	871	442	0.0207517	0.145262	1	1	AT1G16370;AT1G25230;AT1G29025;AT1G68600;AT2G16280;AT2G28120;AT2G30520;AT3G04520;AT3G09780;AT3G12120;AT3G12610;AT3G18170;AT3G20660;AT3G50640;AT3G61420;AT4G19860;AT4G30530;AT5G09960;AT5G12940;AT5G13750;AT5G15180;AT5G18840;AT5G57785;
cortex	ATHB12	GATA12	16	806	442	0.270528	0.541056	1	1	AT1G20190;AT1G76640;AT2G04780;AT2G16580;AT2G17680;AT3G05150;AT3G12120;AT3G16350;AT3G21670;AT4G23710;AT4G32480;AT4G37235;AT5G09980;AT5G57123;AT5G65390;AT5G67560;
cortex	ATHB12	GLK1	5	793	442	0.997234	0.997234	1	1	AT1G44608;AT2G16580;AT2G35260;AT3G50640;AT4G30270;
cortex	ATHB12	GLK1_2	12	855	442	0.765259	0.765259	1	1	AT1G02270;AT2G02950;AT2G27000;AT2G37170;AT3G04520;AT3G12120;AT4G17615;AT4G36500;AT4G37235;AT5G24570;AT5G42100;AT5G64620;
cortex	ATHB12	HSFB2A	23	788	442	0.00702129	0.0772342	1	1	AT1G13430;AT1G15625;AT1G78680;AT2G15960;AT2G24040;AT2G24860;AT2G26600;AT2G27000;AT3G06770;AT3G16240;AT3G25505;AT3G44870;AT3G50640;AT3G53600;AT3G56230;AT4G02700;AT4G36500;AT5G09960;AT5G12940;AT5G20410;AT5G39340;AT5G57123;AT5G65390;
cortex	ATHB12	HSFB2A_2	19	790	442	0.0711217	0.293328	1	1	AT1G01620;AT1G76640;AT2G24860;AT2G28120;AT2G37170;AT3G06420;AT3G11900;AT3G25505;AT3G49780;AT4G02700;AT4G17615;AT4G19860;AT4G20170;AT4G23710;AT4G30270;AT5G09960;AT5G20410;AT5G62100;AT5G63595;
cortex	ATHB12	HSFC1	18	802	442	0.124371	0.376396	1	1	AT1G01620;AT1G76640;AT2G24860;AT2G37170;AT3G06420;AT3G11900;AT3G25505;AT3G49780;AT4G02700;AT4G20170;AT4G23710;AT4G30270;AT5G02230;AT5G20410;AT5G36180;AT5G38550;AT5G62100;AT5G63595;
cortex	ATHB12	HSFC1_2	16	780	442	0.230538	0.507028	1	1	AT1G52760;AT1G78680;AT2G24040;AT2G27000;AT3G16240;AT3G22830;AT3G25505;AT3G50640;AT3G56230;AT3G61420;AT4G36500;AT5G09960;AT5G12940;AT5G20410;AT5G39340;AT5G57123;
cortex	ATHB12	ICU4	5	82	442	0.0119551	0.107596	1	1	AT1G16370;AT2G29750;AT2G30230;AT3G61430;AT5G57670;
cortex	ATHB12	KAN1	28	903	442	0.00131255	0.0236259	0.580147	1	AT1G16390;AT1G69930;AT2G16280;AT2G26390;AT2G26600;AT2G27000;AT2G29750;AT2G34070;AT2G35260;AT3G04520;AT3G12610;AT3G25505;AT3G45720;AT3G55720;AT3G61430;AT4G02700;AT4G16563;AT4G28040;AT4G30270;AT5G09980;AT5G13750;AT5G20410;AT5G36180;AT5G38550;AT5G39340;AT5G40730;AT5G52670;AT5G59190;
cortex	ATHB12	KAN4	20	692	442	0.0126627	0.113964	1	1	AT1G15625;AT1G44608;AT1G69930;AT2G02950;AT2G19880;AT2G26600;AT2G27000;AT3G04520;AT3G06770;AT3G12610;AT3G16240;AT3G45720;AT3G56230;AT4G17615;AT5G02230;AT5G09980;AT5G15180;AT5G20410;AT5G62100;AT5G65390;
cortex	ATHB12	KAN4_2	18	733	442	0.0664921	0.293328	1	1	AT1G16370;AT1G16390;AT1G44608;AT1G62660;AT2G02950;AT2G16280;AT2G19880;AT2G26600;AT2G34070;AT3G06770;AT3G16240;AT3G50780;AT3G53600;AT4G02700;AT4G28040;AT5G09980;AT5G15180;AT5G20410;
cortex	ATHB12	LBD16	13	707	442	0.396722	0.545921	1	1	AT1G13420;AT1G16510;AT1G43160;AT2G04780;AT2G24040;AT3G05150;AT3G25505;AT4G17615;AT4G32480;AT5G09960;AT5G15180;AT5G20410;AT5G23750;
cortex	ATHB12	MYB111	35	885	442	2.43053e-06	0.000211456	0.00107429	0.0461411	AT1G13420;AT1G15625;AT1G16370;AT1G16850;AT1G52760;AT1G75750;AT2G24040;AT2G24840;AT2G30230;AT3G09780;AT3G12120;AT3G20660;AT3G25505;AT3G48940;AT3G49780;AT3G53600;AT3G61430;AT4G16563;AT4G17220;AT4G19860;AT4G34800;AT4G37235;AT4G38810;AT5G13750;AT5G15180;AT5G18840;AT5G20410;AT5G39340;AT5G42100;AT5G47370;AT5G56540;AT5G57123;AT5G57670;AT5G63595;AT5G65390;
cortex	ATHB12	MYB111_2	35	835	442	6.53589e-07	7.90843e-05	0.000288887	0.0124077	AT1G13420;AT1G29025;AT1G52760;AT1G69930;AT1G75750;AT2G04780;AT2G16580;AT2G17680;AT2G24040;AT2G24840;AT2G30230;AT2G36310;AT3G09780;AT3G12120;AT3G18170;AT3G25505;AT3G45070;AT3G48940;AT3G49780;AT3G53600;AT3G55720;AT3G56230;AT4G16563;AT4G17220;AT4G19860;AT4G34800;AT4G36500;AT5G13750;AT5G15180;AT5G39340;AT5G42100;AT5G56540;AT5G57123;AT5G57670;AT5G65390;
cortex	ATHB12	MYB46	28	858	442	0.000608981	0.0133976	0.26917	1	AT1G16850;AT1G29025;AT1G52760;AT1G69930;AT1G75750;AT2G17680;AT2G24040;AT2G24840;AT2G30230;AT3G09780;AT3G11900;AT3G12120;AT3G48940;AT3G49780;AT3G53600;AT3G55720;AT3G61430;AT4G16563;AT4G17220;AT4G19860;AT4G38810;AT5G13750;AT5G15180;AT5G39340;AT5G42100;AT5G47370;AT5G56540;AT5G57670;
cortex	ATHB12	MYB46_2	34	762	442	2.29258e-07	3.53057e-05	0.000101332	0.00435223	AT1G01620;AT1G13420;AT1G16390;AT1G29025;AT1G43160;AT1G52760;AT1G57560;AT1G68600;AT1G75590;AT1G75750;AT2G16580;AT2G24040;AT2G26600;AT2G27000;AT2G35260;AT3G09780;AT3G16240;AT3G18170;AT3G21670;AT3G45070;AT3G53600;AT3G55720;AT3G61420;AT3G61430;AT4G30270;AT4G38810;AT5G13750;AT5G38550;AT5G42100;AT5G47370;AT5G57123;AT5G57670;AT5G57785;AT5G65390;
cortex	ATHB12	MYB52	11	722	442	0.659137	0.659137	1	1	AT1G02270;AT1G69930;AT2G35260;AT2G45290;AT3G06420;AT3G48940;AT3G52470;AT3G54830;AT4G12420;AT5G47370;AT5G65390;
cortex	ATHB12	MYB52_2	24	811	442	0.00505473	0.0606568	1	1	AT1G01620;AT1G13420;AT1G13430;AT1G20190;AT2G04780;AT2G24040;AT2G24840;AT2G26620;AT2G27000;AT2G43050;AT3G05910;AT3G09780;AT3G18170;AT3G45070;AT3G49780;AT3G50640;AT3G50780;AT3G53600;AT4G12420;AT4G17615;AT4G28040;AT5G14340;AT5G15180;AT5G39340;
cortex	ATHB12	MYB55	29	795	442	7.64819e-05	0.00306237	0.033805	1	AT1G14688;AT1G16850;AT1G30380;AT1G52760;AT1G75750;AT2G24040;AT2G24840;AT2G26620;AT2G30230;AT3G05150;AT3G12120;AT3G16240;AT3G23090;AT3G49780;AT3G53600;AT3G55720;AT3G61420;AT3G61430;AT4G16563;AT4G17220;AT4G38810;AT5G13750;AT5G15180;AT5G24570;AT5G36180;AT5G39340;AT5G47370;AT5G57123;AT5G65390;
cortex	ATHB12	MYB55_2	32	813	442	7.30378e-06	0.000527044	0.00322827	0.138655	AT1G01620;AT1G13420;AT1G16390;AT1G16510;AT1G20190;AT1G29025;AT1G43160;AT1G52760;AT1G57560;AT1G68600;AT1G75750;AT2G16580;AT2G24040;AT2G29750;AT2G30520;AT3G09780;AT3G12120;AT3G25505;AT3G45070;AT3G48940;AT3G50780;AT3G53600;AT3G55720;AT3G61420;AT4G30270;AT4G36500;AT5G13750;AT5G42100;AT5G47370;AT5G57123;AT5G57670;AT5G65390;
cortex	ATHB12	MYB59	21	836	442	0.0414689	0.232899	1	1	AT1G14688;AT1G16370;AT1G30380;AT1G52760;AT1G75750;AT1G76490;AT2G24840;AT2G26620;AT2G27000;AT2G30230;AT2G37170;AT3G09780;AT3G49780;AT3G53600;AT3G61430;AT4G34800;AT5G13750;AT5G18840;AT5G39340;AT5G56540;AT5G62100;
cortex	ATHB12	MYC2	43	891	442	5.08521e-10	2.47141e-07	2.24766e-07	9.65377e-06	AT1G01620;AT1G13430;AT1G14688;AT1G16850;AT1G69930;AT1G75590;AT1G78680;AT2G15960;AT2G17680;AT2G19880;AT2G26390;AT2G30520;AT2G34070;AT2G35260;AT3G06770;AT3G09780;AT3G10520;AT3G11900;AT3G12610;AT3G21670;AT3G25290;AT3G25760;AT3G49780;AT3G50640;AT3G52470;AT3G53600;AT3G54830;AT3G61420;AT4G17615;AT4G28040;AT4G30530;AT4G32480;AT4G34800;AT5G09980;AT5G12940;AT5G15180;AT5G18840;AT5G38550;AT5G47370;AT5G57785;AT5G59190;AT5G62100;AT5G63595;
cortex	ATHB12	MYC3	40	879	442	1.09634e-08	3.84817e-06	4.84584e-06	0.00020813	AT1G01620;AT1G13420;AT1G13430;AT1G14688;AT1G16850;AT1G75590;AT1G78680;AT2G15960;AT2G17680;AT2G19880;AT2G26390;AT2G30520;AT2G35260;AT3G05910;AT3G06770;AT3G10520;AT3G11900;AT3G12610;AT3G21670;AT3G25760;AT3G49780;AT3G50640;AT3G52470;AT3G53600;AT3G54830;AT3G61420;AT4G17615;AT4G30530;AT4G32480;AT4G34800;AT5G12940;AT5G15180;AT5G18840;AT5G38550;AT5G47370;AT5G57785;AT5G59190;AT5G62100;AT5G63595;AT5G64620;
cortex	ATHB12	MYC4	37	878	442	2.71604e-07	4.07407e-05	0.000120049	0.00515614	AT1G13430;AT1G14688;AT1G16850;AT1G75590;AT1G78680;AT2G15960;AT2G17680;AT2G19880;AT2G26390;AT2G30520;AT2G35260;AT3G05910;AT3G10520;AT3G11900;AT3G12120;AT3G12610;AT3G21670;AT3G25760;AT3G49780;AT3G50640;AT3G52470;AT3G53600;AT3G54830;AT3G61420;AT4G17615;AT4G30530;AT4G32480;AT4G34800;AT4G37235;AT5G12940;AT5G15180;AT5G18840;AT5G38550;AT5G47370;AT5G56540;AT5G57785;AT5G62100;
cortex	ATHB12	ORA47	28	765	442	9.59082e-05	0.0035486	0.0423914	1	AT1G01620;AT1G02270;AT1G16850;AT1G43160;AT1G52760;AT1G57560;AT1G75750;AT1G78680;AT2G15960;AT2G35260;AT2G36310;AT2G37170;AT3G05150;AT3G11900;AT3G16240;AT3G25760;AT3G53600;AT3G61420;AT3G61430;AT4G12420;AT4G16563;AT4G17615;AT4G30530;AT4G38810;AT5G15180;AT5G38550;AT5G62100;AT5G67560;
cortex	ATHB12	ORA47_2	18	769	442	0.0938027	0.375211	1	1	AT1G02270;AT1G43160;AT2G02955;AT2G26620;AT3G06770;AT3G09780;AT3G11900;AT3G23090;AT3G25760;AT3G53600;AT3G61420;AT3G61430;AT4G17615;AT4G20170;AT4G32480;AT4G38810;AT5G40730;AT5G67560;
cortex	ATHB12	PIF3	26	805	442	0.00109488	0.0208028	0.483939	1	AT1G02270;AT1G13430;AT1G16850;AT1G25230;AT1G75590;AT2G15960;AT2G16580;AT2G17680;AT2G19880;AT2G30520;AT2G35260;AT3G05910;AT3G12610;AT3G21670;AT3G50640;AT3G52470;AT3G53600;AT3G56230;AT3G61420;AT4G17615;AT4G19860;AT4G32480;AT4G37235;AT5G12940;AT5G18840;AT5G40730;
cortex	ATHB12	PIF4	33	858	442	8.4564e-06	0.000591948	0.00373773	0.160536	AT1G13430;AT1G14688;AT1G16850;AT1G69930;AT1G75590;AT2G15960;AT2G17680;AT2G19880;AT2G26390;AT2G30520;AT3G10520;AT3G11900;AT3G12610;AT3G21670;AT3G25760;AT3G49780;AT3G50640;AT3G52470;AT3G53600;AT3G54830;AT3G61420;AT4G17615;AT4G32480;AT4G34800;AT4G36500;AT4G37235;AT5G12940;AT5G15180;AT5G18840;AT5G38550;AT5G47370;AT5G57785;AT5G62100;
cortex	ATHB12	PIF5	34	830	442	1.5797e-06	0.000150071	0.000698225	0.0299889	AT1G02270;AT1G14688;AT1G16850;AT1G30380;AT1G43160;AT1G75590;AT2G15960;AT2G16580;AT2G17680;AT2G19880;AT2G26620;AT2G30520;AT2G35260;AT3G05910;AT3G10520;AT3G11900;AT3G12120;AT3G12610;AT3G21670;AT3G49780;AT3G50640;AT3G52470;AT3G61420;AT4G17615;AT4G32480;AT4G34800;AT4G36500;AT4G37235;AT4G38810;AT5G12940;AT5G18840;AT5G38550;AT5G57785;AT5G62100;
cortex	ATHB12	RAP2.3	14	774	442	0.413591	0.545921	1	1	AT1G43160;AT2G02955;AT2G26620;AT3G06770;AT3G11900;AT3G25760;AT3G53600;AT3G55720;AT3G61420;AT3G61430;AT4G32480;AT4G38810;AT5G40730;AT5G67560;
cortex	ATHB12	RAP2.3_2	13	756	442	0.491768	0.545921	1	1	AT1G16390;AT2G02955;AT2G24040;AT2G26620;AT2G36310;AT3G11900;AT3G16240;AT3G53600;AT3G61420;AT3G61430;AT4G38810;AT5G13750;AT5G67560;
cortex	ATHB12	RAP2.3_3ARY	13	757	442	0.493688	0.545921	1	1	AT2G02955;AT2G26620;AT2G36310;AT3G11900;AT3G12120;AT3G53600;AT3G61420;AT3G61430;AT4G20170;AT4G38810;AT5G13750;AT5G18840;AT5G67560;
cortex	ATHB12	RAP2.6	15	766	442	0.296512	0.545921	1	1	AT1G02270;AT1G43160;AT2G02955;AT2G26620;AT3G11900;AT3G12120;AT3G25760;AT3G53600;AT3G55720;AT3G61420;AT3G61430;AT4G32480;AT4G38810;AT5G40730;AT5G67560;
cortex	ATHB12	RAP2.6_2	18	835	442	0.16021	0.48063	1	1	AT1G30380;AT1G43160;AT1G76490;AT2G02955;AT2G24040;AT2G26620;AT2G36310;AT3G09780;AT3G11900;AT3G16240;AT3G56230;AT3G61420;AT3G61430;AT4G12420;AT4G32480;AT4G38810;AT5G13750;AT5G67560;
cortex	ATHB12	RAP2.6_3ARY	21	721	442	0.00995915	0.0896323	1	1	AT1G30380;AT1G43160;AT1G52760;AT1G69930;AT2G26620;AT2G36310;AT3G09780;AT3G11900;AT3G16240;AT3G25760;AT3G53600;AT3G55720;AT3G61420;AT3G61430;AT4G12420;AT4G17615;AT4G30530;AT4G38810;AT5G18840;AT5G24570;AT5G67560;
cortex	ATHB12	REM1	28	829	442	0.000356209	0.00894053	0.157444	1	AT1G13420;AT1G16390;AT1G20190;AT1G43160;AT1G76640;AT2G02955;AT2G04780;AT2G17680;AT2G24040;AT2G29750;AT2G30230;AT2G34070;AT2G36310;AT3G16240;AT3G18170;AT3G23090;AT3G25290;AT3G49780;AT3G50640;AT4G17220;AT4G20140;AT4G23870;AT4G28040;AT4G34800;AT4G36500;AT5G12940;AT5G56540;AT5G63595;
cortex	ATHB12	REM1_2	27	832	442	0.000824118	0.0173065	0.36426	1	AT1G25230;AT1G30380;AT1G78680;AT2G24840;AT2G26390;AT2G29750;AT3G16350;AT3G20660;AT3G25505;AT3G25760;AT3G27390;AT3G48940;AT3G49780;AT3G50780;AT3G53600;AT3G61420;AT4G17615;AT4G20140;AT4G23870;AT4G30270;AT4G30530;AT4G36500;AT5G15180;AT5G23750;AT5G40730;AT5G57670;AT5G64620;
cortex	ATHB12	RRTF1	16	768	442	0.212986	0.507028	1	1	AT1G02270;AT1G43160;AT2G02955;AT2G26620;AT3G11900;AT3G12120;AT3G25760;AT3G53600;AT3G55720;AT3G61420;AT3G61430;AT4G32480;AT4G38810;AT5G40730;AT5G52670;AT5G67560;
cortex	ATHB12	RRTF1_2	13	754	442	0.487923	0.545921	1	1	AT1G16390;AT2G02955;AT2G26620;AT2G36310;AT3G06770;AT3G11900;AT3G53600;AT3G61420;AT3G61430;AT4G32480;AT4G38810;AT5G13750;AT5G67560;
cortex	ATHB12	RRTF1_3ARY	16	756	442	0.196067	0.507028	1	1	AT1G43160;AT2G02955;AT2G26620;AT2G36310;AT2G37170;AT3G06770;AT3G09780;AT3G11900;AT3G16240;AT3G53600;AT3G61420;AT3G61430;AT4G20170;AT4G38810;AT5G13750;AT5G67560;
cortex	ATHB12	RVE1	21	819	442	0.03453	0.20718	1	1	AT1G02270;AT1G20190;AT1G68600;AT1G75750;AT1G76490;AT1G78680;AT2G04780;AT2G15960;AT2G19880;AT3G12120;AT3G21670;AT3G22830;AT3G25290;AT4G16563;AT4G17615;AT4G38810;AT5G18840;AT5G38550;AT5G40730;AT5G57123;AT5G65390;
cortex	ATHB12	RVE1_2	24	908	442	0.0182412	0.141566	1	1	AT1G02270;AT1G16390;AT1G20190;AT1G29025;AT1G62660;AT1G75590;AT1G76490;AT2G15960;AT2G16580;AT2G24860;AT2G27000;AT2G30230;AT2G30520;AT3G12120;AT3G25760;AT3G50640;AT4G02700;AT4G16563;AT4G30530;AT4G36500;AT4G37235;AT5G18840;AT5G24570;AT5G38550;
cortex	ATHB12	SPL1	18	790	442	0.112639	0.376396	1	1	AT1G14688;AT1G52760;AT1G78680;AT2G02950;AT2G28120;AT2G30230;AT2G35260;AT3G10520;AT3G11900;AT3G12120;AT3G49780;AT3G50780;AT3G61430;AT4G19860;AT4G38810;AT5G38550;AT5G57785;AT5G62100;
cortex	ATHB12	SPL1_2	25	829	442	0.00335818	0.0470146	1	1	AT1G14688;AT1G52760;AT1G78680;AT2G02950;AT2G19880;AT2G24040;AT2G30230;AT2G34070;AT2G35260;AT3G05150;AT3G10520;AT3G12120;AT3G48940;AT3G56230;AT3G61420;AT3G61430;AT4G17615;AT4G19860;AT4G23870;AT4G28040;AT4G38810;AT5G47370;AT5G57785;AT5G62100;AT5G67560;
cortex	ATHB12	SPL7	21	797	442	0.0268846	0.174971	1	1	AT1G52760;AT2G24040;AT2G30230;AT2G35260;AT2G36310;AT2G43050;AT3G10520;AT3G11900;AT3G12120;AT3G16240;AT3G49780;AT3G50780;AT3G61420;AT4G16563;AT4G17615;AT4G19860;AT4G28040;AT4G38810;AT5G47370;AT5G57785;AT5G62100;
cortex	ATHB12	STY1	13	742	442	0.464749	0.545921	1	1	AT1G14688;AT1G76640;AT2G24840;AT2G24860;AT3G21670;AT3G25505;AT3G48940;AT3G54830;AT3G61420;AT3G61430;AT4G16563;AT5G20410;AT5G42100;
cortex	ATHB12	STY1_2	35	860	442	1.28001e-06	0.000125441	0.000565764	0.0242997	AT1G01620;AT1G13420;AT1G16390;AT1G16510;AT1G20190;AT1G25230;AT1G43160;AT1G57560;AT1G76640;AT2G19880;AT2G26390;AT2G37170;AT2G43050;AT3G05150;AT3G05910;AT3G10520;AT3G11900;AT3G45070;AT3G50640;AT3G53420;AT3G56230;AT3G61420;AT3G61430;AT4G16563;AT4G32480;AT4G36500;AT4G38810;AT5G02230;AT5G12940;AT5G23750;AT5G24570;AT5G42100;AT5G57123;AT5G57785;AT5G62100;
cortex	ATHB12	TCP15	22	806	442	0.0167957	0.134365	1	1	AT1G16390;AT1G16510;AT1G30380;AT1G68600;AT1G78680;AT2G30520;AT3G05150;AT3G11900;AT3G12120;AT3G16240;AT3G49780;AT3G50780;AT3G61420;AT3G61430;AT4G02700;AT4G23870;AT4G32480;AT5G09960;AT5G18840;AT5G40730;AT5G47370;AT5G67560;
cortex	ATHB12	TCP16	30	838	442	8.05553e-05	0.00314166	0.0356055	1	AT1G01620;AT1G16370;AT1G25230;AT1G29025;AT1G30380;AT1G43160;AT1G62660;AT1G68600;AT1G75590;AT1G78680;AT2G30520;AT3G05150;AT3G05910;AT3G10520;AT3G12120;AT3G16240;AT3G49780;AT3G61420;AT3G61430;AT4G02700;AT4G23710;AT4G32480;AT4G34800;AT4G37235;AT4G38810;AT5G09960;AT5G13750;AT5G18840;AT5G47370;AT5G67560;
cortex	ATHB12	TCP23	20	793	442	0.044302	0.232899	1	1	AT1G16510;AT1G78680;AT2G24860;AT2G30520;AT3G05150;AT3G11900;AT3G12120;AT3G16240;AT3G49780;AT3G50780;AT3G61420;AT3G61430;AT4G02700;AT4G23870;AT4G32480;AT5G09960;AT5G09980;AT5G18840;AT5G47370;AT5G67560;
cortex	ATHB12	TGA2	20	832	442	0.0656253	0.293328	1	1	AT1G43160;AT1G75750;AT2G24040;AT2G36310;AT3G25290;AT3G45720;AT3G48940;AT3G49780;AT3G50280;AT3G53420;AT4G17615;AT4G20140;AT4G28040;AT4G38810;AT5G13750;AT5G14340;AT5G23750;AT5G39340;AT5G40730;AT5G52670;
cortex	ATHB12	TGA2_2	21	768	442	0.0188639	0.141566	1	1	AT1G69930;AT1G75590;AT2G36310;AT3G05910;AT3G11900;AT3G12120;AT3G25290;AT3G48940;AT3G49780;AT3G61420;AT3G61430;AT4G20170;AT4G23710;AT4G28040;AT4G32480;AT4G36500;AT4G38810;AT5G13750;AT5G23750;AT5G38550;AT5G62100;
cortex	ATHB12	TOE1	19	778	442	0.0632666	0.293328	1	1	AT1G75590;AT1G76490;AT2G24860;AT2G34070;AT2G35260;AT2G43050;AT3G05150;AT3G06420;AT3G16350;AT3G25505;AT3G61420;AT4G16563;AT4G20140;AT4G32480;AT4G37235;AT5G09960;AT5G38550;AT5G52670;AT5G57785;
cortex	ATHB12	TOE1_2	22	784	442	0.0126147	0.113532	1	1	AT1G14688;AT1G16510;AT1G43160;AT1G57560;AT1G68600;AT1G76640;AT2G24040;AT2G24860;AT2G34070;AT2G35260;AT3G09780;AT3G10520;AT3G45070;AT3G47220;AT3G48940;AT3G49780;AT3G55720;AT4G16563;AT4G28040;AT5G12940;AT5G13750;AT5G57123;
cortex	ATHB12	TOE1_3ARY	20	801	442	0.0481989	0.240994	1	1	AT1G01620;AT1G13430;AT1G75590;AT1G76640;AT2G02955;AT2G26620;AT2G35260;AT2G36310;AT2G37170;AT2G43050;AT3G11900;AT3G16350;AT3G53420;AT3G53600;AT4G17220;AT4G28040;AT5G23750;AT5G24570;AT5G38550;AT5G65390;
cortex	ATHB12	TOE2	22	753	442	0.00818061	0.0818061	1	1	AT1G75590;AT1G76490;AT2G24860;AT2G34070;AT2G35260;AT2G43050;AT3G05150;AT3G06420;AT3G16350;AT3G25505;AT3G50280;AT3G61420;AT4G16563;AT4G20140;AT4G28040;AT4G32480;AT4G37235;AT5G09960;AT5G18840;AT5G38550;AT5G56540;AT5G57785;
cortex	ATHB12	TOE2_2	21	775	442	0.0206026	0.144218	1	1	AT1G02270;AT1G14688;AT1G15625;AT1G16510;AT1G57560;AT1G68600;AT1G76640;AT2G24040;AT2G24860;AT2G30230;AT2G35260;AT3G10520;AT3G45070;AT3G48940;AT3G49780;AT3G55720;AT4G16563;AT4G28040;AT5G12940;AT5G13750;AT5G57123;
cortex	ATHB12	TOE2_3ARY	21	810	442	0.0312275	0.187365	1	1	AT1G01620;AT1G13430;AT1G29025;AT1G44608;AT1G75590;AT1G76490;AT1G76640;AT2G26620;AT2G35260;AT2G36310;AT2G37170;AT3G12120;AT3G16350;AT3G50280;AT4G17220;AT4G28040;AT5G23750;AT5G24570;AT5G38550;AT5G52670;AT5G56540;
cortex	ATHB12	WOX13	2	9	442	0.00920793	0.0887962	1	1	AT2G26620;AT3G55720;
cortex	ATHB12	WOX13_2	22	859	442	0.0313524	0.188115	1	1	AT1G01620;AT1G30380;AT1G57560;AT1G75590;AT2G02950;AT2G16580;AT2G27000;AT2G29750;AT2G37170;AT2G45290;AT3G27390;AT3G44870;AT3G50780;AT3G55720;AT4G12420;AT4G23870;AT4G30530;AT4G38810;AT5G02230;AT5G40730;AT5G57123;AT5G57670;
cortex	ATHB12	WRKY12	18	707	442	0.0505312	0.252656	1	1	AT1G01620;AT1G16370;AT1G20190;AT2G26600;AT2G26620;AT2G28120;AT2G35260;AT3G12120;AT3G50280;AT3G53600;AT4G02700;AT4G12420;AT4G17615;AT4G19860;AT4G20140;AT4G36500;AT4G38810;AT5G12940;
cortex	ATHB12	WRKY18	25	774	442	0.00135539	0.024397	0.599081	1	AT1G02270;AT1G13430;AT1G16510;AT1G20190;AT1G69930;AT1G78680;AT2G04780;AT2G16280;AT2G28120;AT2G30230;AT2G34070;AT2G45290;AT3G47220;AT3G50640;AT3G53600;AT3G54830;AT4G02700;AT4G19860;AT4G20140;AT4G23870;AT4G36500;AT4G38810;AT5G39340;AT5G62100;AT5G64620;
cortex	ATHB12	WRKY38	14	683	442	0.250276	0.507028	1	1	AT1G01620;AT1G16370;AT1G16510;AT1G20190;AT2G26620;AT2G28120;AT2G35260;AT3G50280;AT4G02700;AT4G17615;AT4G19860;AT4G20140;AT4G38810;AT5G62100;
